id,url,filename,img,alt
8,http://www.asofterworld.com/index.php?id=8,photosoul.jpg,https://www.asofterworld.com/clean/photosoul.jpg,one last desperate hope
6,http://www.asofterworld.com/index.php?id=6,stopyou.jpg,https://www.asofterworld.com/clean/stopyou.jpg,but I do
2,http://www.asofterworld.com/index.php?id=2,babydoom.jpg,https://www.asofterworld.com/clean/babydoom.jpg,There had to be an answer
13,http://www.asofterworld.com/index.php?id=13,motherbeach.jpg,https://www.asofterworld.com/clean/motherbeach.jpg,happy mother's day
5,http://www.asofterworld.com/index.php?id=5,watersrise.jpg,https://www.asofterworld.com/clean/watersrise.jpg,care to explain THAT one?
9,http://www.asofterworld.com/index.php?id=9,lostcat.jpg,https://www.asofterworld.com/clean/lostcat.jpg,She was so fluffy
10,http://www.asofterworld.com/index.php?id=10,rentmoney.jpg,https://www.asofterworld.com/clean/rentmoney.jpg,I thought for sure I'd never have to pay
4,http://www.asofterworld.com/index.php?id=4,spreadmyarms.jpg,https://www.asofterworld.com/clean/spreadmyarms.jpg,just go
7,http://www.asofterworld.com/index.php?id=7,breathhold.jpg,https://www.asofterworld.com/clean/breathhold.jpg,darling it's better
1,http://www.asofterworld.com/index.php?id=1,myparents.jpg,https://www.asofterworld.com/clean/myparents.jpg,Are my parents ever coming home?
3,http://www.asofterworld.com/index.php?id=3,softerworld.jpg,https://www.asofterworld.com/clean/softerworld.jpg,what I did for love
12,http://www.asofterworld.com/index.php?id=12,womangrowing.jpg,https://www.asofterworld.com/clean/womangrowing.jpg,oops
14,http://www.asofterworld.com/index.php?id=14,icecream.jpg,https://www.asofterworld.com/clean/icecream.jpg,"it wasn't that bad, really"
11,http://www.asofterworld.com/index.php?id=11,higher.jpg,https://www.asofterworld.com/clean/higher.jpg,I could never deny her anything
16,http://www.asofterworld.com/index.php?id=16,promnight.jpg,https://www.asofterworld.com/clean/promnight.jpg,"like, totally!"
15,http://www.asofterworld.com/index.php?id=15,thatplane.jpg,https://www.asofterworld.com/clean/thatplane.jpg,I miss her
24,http://www.asofterworld.com/index.php?id=24,ducks.jpg,https://www.asofterworld.com/clean/ducks.jpg,intelligent black eyes
20,http://www.asofterworld.com/index.php?id=20,punkrock.jpg,https://www.asofterworld.com/clean/punkrock.jpg,quiet kisses are so hardcore
23,http://www.asofterworld.com/index.php?id=23,werewolf.jpg,https://www.asofterworld.com/clean/werewolf.jpg,wil wheaton! OMG
17,http://www.asofterworld.com/index.php?id=17,cottoncandy.jpg,https://www.asofterworld.com/clean/cottoncandy.jpg,he had a trustworthy smile
19,http://www.asofterworld.com/index.php?id=19,winner.jpg,https://www.asofterworld.com/clean/winner.jpg,kids everywhere are so excited
31,http://www.asofterworld.com/index.php?id=31,diaperprices.jpg,https://www.asofterworld.com/clean/diaperprices.jpg,in the UK they say nappies
26,http://www.asofterworld.com/index.php?id=26,slingshots.jpg,https://www.asofterworld.com/clean/slingshots.jpg,shrapnel
25,http://www.asofterworld.com/index.php?id=25,thumbs.jpg,https://www.asofterworld.com/clean/thumbs.jpg,an amputee or ... something else?
30,http://www.asofterworld.com/index.php?id=30,grammajoke.jpg,https://www.asofterworld.com/clean/grammajoke.jpg,This is what frustrates me
22,http://www.asofterworld.com/index.php?id=22,astronaut.jpg,https://www.asofterworld.com/clean/astronaut.jpg,"oh, what do I do?"
27,http://www.asofterworld.com/index.php?id=27,countclouds.jpg,https://www.asofterworld.com/clean/countclouds.jpg,while you count clouds
18,http://www.asofterworld.com/index.php?id=18,offthisisland.jpg,https://www.asofterworld.com/clean/offthisisland.jpg,"go, emily, go!"
28,http://www.asofterworld.com/index.php?id=28,anotherwedding.jpg,https://www.asofterworld.com/clean/anotherwedding.jpg,marriage club
29,http://www.asofterworld.com/index.php?id=29,dichotomy.jpg,https://www.asofterworld.com/clean/dichotomy.jpg,Is it a boy or a girl? Maybe.
33,http://www.asofterworld.com/index.php?id=33,catforawife.jpg,https://www.asofterworld.com/clean/catforawife.jpg,does he even clean his own hair?
21,http://www.asofterworld.com/index.php?id=21,touristseason.jpg,https://www.asofterworld.com/clean/touristseason.jpg,changing of the guard
34,http://www.asofterworld.com/index.php?id=34,giant.jpg,https://www.asofterworld.com/clean/giant.jpg,never slapped five with god
39,http://www.asofterworld.com/index.php?id=39,surprise.jpg,https://www.asofterworld.com/clean/surprise.jpg,I wasn't sure which cake you wanted
35,http://www.asofterworld.com/index.php?id=35,perdu.jpg,https://www.asofterworld.com/clean/perdu.jpg,hold what you've got
38,http://www.asofterworld.com/index.php?id=38,vacation.jpg,https://www.asofterworld.com/clean/vacation.jpg,"I can contain it, if I have to."
36,http://www.asofterworld.com/index.php?id=36,andrewpants.jpg,https://www.asofterworld.com/clean/andrewpants.jpg,birds gotta fly
32,http://www.asofterworld.com/index.php?id=32,stopme.jpg,https://www.asofterworld.com/clean/stopme.jpg,smiling fights the lonely monster
40,http://www.asofterworld.com/index.php?id=40,palladian.jpg,https://www.asofterworld.com/clean/palladian.jpg,Meet me in the street.
37,http://www.asofterworld.com/index.php?id=37,truedreams.jpg,https://www.asofterworld.com/clean/truedreams.jpg,true dreams
43,http://www.asofterworld.com/index.php?id=43,christmastime.jpg,https://www.asofterworld.com/clean/christmastime.jpg,"we've been good, but we can't last"
48,http://www.asofterworld.com/index.php?id=48,tenpins.jpg,https://www.asofterworld.com/clean/tenpins.jpg,I smile more when I belong
44,http://www.asofterworld.com/index.php?id=44,shesokay.jpg,https://www.asofterworld.com/clean/shesokay.jpg,seek release
42,http://www.asofterworld.com/index.php?id=42,thefuture.jpg,https://www.asofterworld.com/clean/thefuture.jpg,cars that hover and dads who come home
50,http://www.asofterworld.com/index.php?id=50,pegasus.jpg,https://www.asofterworld.com/clean/pegasus.jpg,the ravages of puberty leave a few unscathed
49,http://www.asofterworld.com/index.php?id=49,plague.jpg,https://www.asofterworld.com/clean/plague.jpg,the ravages of puberty leave nobody unscathed
